Virus Name	Record ID	ESMFold pLDDT	ColabFold pLDDT	Chosen Method	structure_file	protlen	Genome_composition	Kingdom	Phylum	Class	Order	Family	Genus	Species	Virus_names
variola_virus	CAA49097.1_12014	77.9	95.2	ColabFold	variola_virus_CF-CAA49097.1_12014_relaxed.pdb	61	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49086.1_12014	40.7	59.7	ColabFold	variola_virus_CF-CAA49086.1_12014_relaxed.pdb	62	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49009.1_12014	49.7	79.2	ColabFold	variola_virus_CF-CAA49009.1_12014_relaxed.pdb	63	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49114.1_12014	41.2	62.4	ColabFold	variola_virus_CF-CAA49114.1_12014_relaxed.pdb	63	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49124.1_12014	52.3	81.0	ColabFold	variola_virus_CF-CAA49124.1_12014_relaxed.pdb	63	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48973.1_12014	45.9	68.5	ColabFold	variola_virus_CF-CAA48973.1_12014_relaxed.pdb	65	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49071.1_12014	67.5	86.9	ColabFold	variola_virus_CF-CAA49071.1_12014_relaxed.pdb	65	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49120.1_12014	33.9	51.5	ColabFold	variola_virus_CF-CAA49120.1_12014_relaxed.pdb	65	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49112.1_12014	35.7	50.9	ColabFold	variola_virus_CF-CAA49112.1_12014_relaxed.pdb	65	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49111.1_12014	30.4	50.7	ColabFold	variola_virus_CF-CAA49111.1_12014_relaxed.pdb	66	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48962.1_12014	56.3	83.3	ColabFold	variola_virus_CF-CAA48962.1_12014_relaxed.pdb	66	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49058.1_12014	57.7	67.3	ColabFold	variola_virus_CF-CAA49058.1_12014_relaxed.pdb	68	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49087.1_12014	38.8	51.9	ColabFold	variola_virus_CF-CAA49087.1_12014_relaxed.pdb	68	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49126.1_12014	45.2	52.2	ColabFold	variola_virus_CF-CAA49126.1_12014_relaxed.pdb	69	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49131.1_12014	60.9	79.9	ColabFold	variola_virus_CF-CAA49131.1_12014_relaxed.pdb	70	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48961.1_12014	46.2	59.5	ColabFold	variola_virus_CF-CAA48961.1_12014_relaxed.pdb	70	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49105.1_12014	45.6	59.0	ColabFold	variola_virus_CF-CAA49105.1_12014_relaxed.pdb	71	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49106.1_12014	69.3	59.9	ESMFold	variola_virus_EF-CAA49106.1_12014_relaxed.pdb	71	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48971.1_12014	43.5	62.1	ColabFold	variola_virus_CF-CAA48971.1_12014_relaxed.pdb	72	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48979.1_12014	45.6	58.5	ColabFold	variola_virus_CF-CAA48979.1_12014_relaxed.pdb	73	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48997.1_12014	56.7	70.2	ColabFold	variola_virus_CF-CAA48997.1_12014_relaxed.pdb	73	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49089.1_12014	45.1	54.3	ColabFold	variola_virus_CF-CAA49089.1_12014_relaxed.pdb	74	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49047.1_12014	49.0	65.5	ColabFold	variola_virus_CF-CAA49047.1_12014_relaxed.pdb	76	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49064.1_12014	44.0	59.7	ColabFold	variola_virus_CF-CAA49064.1_12014_relaxed.pdb	76	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49078.1_12014	63.9	78.5	ColabFold	variola_virus_CF-CAA49078.1_12014_relaxed.pdb	77	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49085.1_12014	39.0	79.3	ColabFold	variola_virus_CF-CAA49085.1_12014_relaxed.pdb	77	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48955.1_12014	41.5	58.8	ColabFold	variola_virus_CF-CAA48955.1_12014_relaxed.pdb	79	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48972.1_12014	35.8	52.5	ColabFold	variola_virus_CF-CAA48972.1_12014_relaxed.pdb	79	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49000.1_12014	59.2	86.3	ColabFold	variola_virus_CF-CAA49000.1_12014_relaxed.pdb	79	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49132.1_12014	68.6	58.7	ESMFold	variola_virus_EF-CAA49132.1_12014_relaxed.pdb	83	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49113.1_12014	33.0	49.7	ColabFold	variola_virus_CF-CAA49113.1_12014_relaxed.pdb	85	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49125.1_12014	36.7	40.7	ColabFold	variola_virus_CF-CAA49125.1_12014_relaxed.pdb	86	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49015.1_12014	52.1	78.6	ColabFold	variola_virus_CF-CAA49015.1_12014_relaxed.pdb	87	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48964.1_12014	76.7	89.8	ColabFold	variola_virus_CF-CAA48964.1_12014_relaxed.pdb	88	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49133.1_12014	68.5	89.5	ColabFold	variola_virus_CF-CAA49133.1_12014_relaxed.pdb	88	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49059.1_12014	50.4	65.7	ColabFold	variola_virus_CF-CAA49059.1_12014_relaxed.pdb	90	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49060.1_12014	28.5	88.6	ColabFold	variola_virus_CF-CAA49060.1_12014_relaxed.pdb	94	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48992.1_12014	85.7	95.5	ColabFold	variola_virus_CF-CAA48992.1_12014_relaxed.pdb	95	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49054.1_12014	68.7	69.2	ColabFold	variola_virus_CF-CAA49054.1_12014_relaxed.pdb	95	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49070.1_12014	66.0	78.5	ColabFold	variola_virus_CF-CAA49070.1_12014_relaxed.pdb	96	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49119.1_12014	37.7	57.5	ColabFold	variola_virus_CF-CAA49119.1_12014_relaxed.pdb	97	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48982.1_12014	34.1	67.3	ColabFold	variola_virus_CF-CAA48982.1_12014_relaxed.pdb	101	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48995.1_12014	89.9	97.2	ColabFold	variola_virus_CF-CAA48995.1_12014_relaxed.pdb	108	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49075.1_12014	62.8	76.4	ColabFold	variola_virus_CF-CAA49075.1_12014_relaxed.pdb	110	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49005.1_12014	51.0	85.0	ColabFold	variola_virus_CF-CAA49005.1_12014_relaxed.pdb	111	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49066.1_12014	49.0	86.6	ColabFold	variola_virus_CF-CAA49066.1_12014_relaxed.pdb	117	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48957.1_12014	40.0	92.3	ColabFold	variola_virus_CF-CAA48957.1_12014_relaxed.pdb	117	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49090.1_12014	52.3	71.8	ColabFold	variola_virus_CF-CAA49090.1_12014_relaxed.pdb	122	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49007.1_12014	67.2	89.0	ColabFold	variola_virus_CF-CAA49007.1_12014_relaxed.pdb	124	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49098.1_12014	78.1	90.7	ColabFold	variola_virus_CF-CAA49098.1_12014_relaxed.pdb	125	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48946.1_12014	75.0	87.3	ColabFold	variola_virus_CF-CAA48946.1_12014_relaxed.pdb	126	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49018.1_12014	44.9	76.1	ColabFold	variola_virus_CF-CAA49018.1_12014_relaxed.pdb	128	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48993.1_12014	33.5	84.9	ColabFold	variola_virus_CF-CAA48993.1_12014_relaxed.pdb	129	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49094.1_12014	69.3	94.9	ColabFold	variola_virus_CF-CAA49094.1_12014_relaxed.pdb	133	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49023.1_12014	35.7	80.6	ColabFold	variola_virus_CF-CAA49023.1_12014_relaxed.pdb	133	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49121.1_12014	42.6	54.9	ColabFold	variola_virus_CF-CAA49121.1_12014_relaxed.pdb	134	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48951.1_12014	75.9	82.0	ColabFold	variola_virus_CF-CAA48951.1_12014_relaxed.pdb	134	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49091.1_12014	29.9	44.5	ColabFold	variola_virus_CF-CAA49091.1_12014_relaxed.pdb	139	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48943.1_12014	52.8	72.4	ColabFold	variola_virus_CF-CAA48943.1_12014_relaxed.pdb	140	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49079.1_12014	27.8	74.9	ColabFold	variola_virus_CF-CAA49079.1_12014_relaxed.pdb	140	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49031.1_12014	36.4	92.3	ColabFold	variola_virus_CF-CAA49031.1_12014_relaxed.pdb	146	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49034.1_12014	35.5	84.0	ColabFold	variola_virus_CF-CAA49034.1_12014_relaxed.pdb	146	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49076.1_12014	42.2	81.4	ColabFold	variola_virus_CF-CAA49076.1_12014_relaxed.pdb	146	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48967.1_12014	83.7	93.5	ColabFold	variola_virus_CF-CAA48967.1_12014_relaxed.pdb	147	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48965.1_12014	47.1	87.5	ColabFold	variola_virus_CF-CAA48965.1_12014_relaxed.pdb	149	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49123.1_12014	38.0	93.7	ColabFold	variola_virus_CF-CAA49123.1_12014_relaxed.pdb	149	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48949.1_12014	30.4	91.1	ColabFold	variola_virus_CF-CAA48949.1_12014_relaxed.pdb	150	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49045.1_12014	35.0	84.7	ColabFold	variola_virus_CF-CAA49045.1_12014_relaxed.pdb	150	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49109.1_12014	77.0	90.8	ColabFold	variola_virus_CF-CAA49109.1_12014_relaxed.pdb	151	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48948.1_12014	54.5	77.6	ColabFold	variola_virus_CF-CAA48948.1_12014_relaxed.pdb	153	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48942.1_12014	44.7	91.0	ColabFold	variola_virus_CF-CAA48942.1_12014_relaxed.pdb	153	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48950.1_12014	40.1	89.8	ColabFold	variola_virus_CF-CAA48950.1_12014_relaxed.pdb	156	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49019.1_12014	38.2	72.0	ColabFold	variola_virus_CF-CAA49019.1_12014_relaxed.pdb	159	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48980.1_12014	29.7	82.0	ColabFold	variola_virus_CF-CAA48980.1_12014_relaxed.pdb	161	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49038.1_12014	75.3	88.1	ColabFold	variola_virus_CF-CAA49038.1_12014_relaxed.pdb	161	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49102.1_12014	37.9	85.4	ColabFold	variola_virus_CF-CAA49102.1_12014_relaxed.pdb	162	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49050.1_12014	55.7	75.7	ColabFold	variola_virus_CF-CAA49050.1_12014_relaxed.pdb	164	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49010.1_12014	78.2	91.5	ColabFold	variola_virus_CF-CAA49010.1_12014_relaxed.pdb	165	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49082.1_12014	72.9	90.1	ColabFold	variola_virus_CF-CAA49082.1_12014_relaxed.pdb	168	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49025.1_12014	85.1	95.5	ColabFold	variola_virus_CF-CAA49025.1_12014_relaxed.pdb	171	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49107.1_12014	77.3	76.6	ESMFold	variola_virus_EF-CAA49107.1_12014_relaxed.pdb	172	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49020.1_12014	82.8	92.5	ColabFold	variola_virus_CF-CAA49020.1_12014_relaxed.pdb	177	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48958.1_12014	42.4	76.9	ColabFold	variola_virus_CF-CAA48958.1_12014_relaxed.pdb	177	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48968.1_12014	83.3	91.9	ColabFold	variola_virus_CF-CAA48968.1_12014_relaxed.pdb	179	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49081.1_12014	72.8	72.5	ESMFold	variola_virus_EF-CAA49081.1_12014_relaxed.pdb	184	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49022.1_12014	38.5	90.3	ColabFold	variola_virus_CF-CAA49022.1_12014_relaxed.pdb	185	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49067.1_12014	79.6	83.7	ColabFold	variola_virus_CF-CAA49067.1_12014_relaxed.pdb	187	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49026.1_12014	45.4	83.5	ColabFold	variola_virus_CF-CAA49026.1_12014_relaxed.pdb	189	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49057.1_12014	39.4	63.3	ColabFold	variola_virus_CF-CAA49057.1_12014_relaxed.pdb	189	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48985.1_12014	79.3	78.7	ESMFold	variola_virus_EF-CAA48985.1_12014_relaxed.pdb	190	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49072.1_12014	74.4	81.4	ColabFold	variola_virus_CF-CAA49072.1_12014_relaxed.pdb	194	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49095.1_12014	36.4	67.1	ColabFold	variola_virus_CF-CAA49095.1_12014_relaxed.pdb	195	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48954.1_12014	85.5	82.4	ESMFold	variola_virus_EF-CAA48954.1_12014_relaxed.pdb	201	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49062.1_12014	51.0	71.3	ColabFold	variola_virus_CF-CAA49062.1_12014_relaxed.pdb	203	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49101.1_12014	92.0	96.4	ColabFold	variola_virus_CF-CAA49101.1_12014_relaxed.pdb	205	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49096.1_12014	80.6	88.4	ColabFold	variola_virus_CF-CAA49096.1_12014_relaxed.pdb	210	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48974.1_12014	69.5	78.8	ColabFold	variola_virus_CF-CAA48974.1_12014_relaxed.pdb	212	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49040.1_12014	70.0	89.5	ColabFold	variola_virus_CF-CAA49040.1_12014_relaxed.pdb	213	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48956.1_12014	44.3	72.2	ColabFold	variola_virus_CF-CAA48956.1_12014_relaxed.pdb	214	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49084.1_12014	48.5	50.4	ColabFold	variola_virus_CF-CAA49084.1_12014_relaxed.pdb	216	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49093.1_12014	41.6	77.9	ColabFold	variola_virus_CF-CAA49093.1_12014_relaxed.pdb	218	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49035.1_12014	87.5	96.4	ColabFold	variola_virus_CF-CAA49035.1_12014_relaxed.pdb	218	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49006.1_12014	40.9	93.7	ColabFold	variola_virus_CF-CAA49006.1_12014_relaxed.pdb	220	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48960.1_12014	29.0	70.3	ColabFold	variola_virus_CF-CAA48960.1_12014_relaxed.pdb	220	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49029.1_12014	55.3	61.6	ColabFold	variola_virus_CF-CAA49029.1_12014_relaxed.pdb	221	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA49046.1_12014	66.4	75.1	ColabFold	variola_virus_CF-CAA49046.1_12014_relaxed.pdb	224	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
variola_virus	CAA48981.1_12014	64.2	82.3	ColabFold	variola_virus_CF-CAA48981.1_12014_relaxed.pdb	231	dsDNA	Bamfordvirae	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola virus	
