RefSeq_ID	GenBank_ID	Match_Type
NP_150081	No Match Found	No Match
YP_173240	No Match Found	No Match
YP_009507725	AFX73391.1	Product
YP_009507714	AFX73380.1	Product
YP_004940332	AEJ33670.1	GenBank Name Curated (Extracted Product)
NP_851931	No Match Found	No Match
YP_008126850	No Match Found	No Match
YP_081556	AAR31660.1	GenBank Name Curated (Extracted Product)
NP_783794	No Match Found	No Match
YP_001129515	No Match Found	No Match
YP_401722	No Match Found	No Match
YP_081581	AAR31685.1	GenBank Name Curated (Extracted Product)
YP_009944376	No Match Found	No Match
NP_904321	No Match Found	No Match
NP_057853	AAC82591.1	Product
NP_044111	No Match Found	No Match
YP_009408549	No Match Found	No Match
YP_233057	No Match Found	No Match
YP_010085631	AXN74968.1	GenBank Name Curated (Extracted Product)
NP_042205	No Match Found	No Match
NP_619969	AAM13627.1	GenBank Name Curated (Extracted Product)
BAA92847	BAA92847.1	Product
NP_690589	No Match Found	No Match
NP_042983	CAA58339.2	GenBank Name Curated (Extracted Product)
YP_073824	No Match Found	No Match
NP_859018	No Match Found	No Match
YP_007354882	AGC03167.1	Product
YP_004243703	ADV15631.1	Product
NP_851887	No Match Found	No Match
YP_001129354	ABD28851.1	Product
NP_050220	No Match Found	No Match
YP_073779	No Match Found	No Match
YP_443874	No Match Found	No Match
YP_004936031	AEV80419.1	GenBank Name Curated (Extracted Product)
YP_401713	No Match Found	No Match
NP_042932	CAA58373.1	GenBank Name Curated (Extracted Product)
YP_009137102	AEQ77058.1	GenBank Name Curated (Extracted Product)
NP_040154	No Match Found	No Match
YP_001129508	No Match Found	No Match
YP_009137179	AEV91366.1	GenBank Name Curated (Extracted Product)
YP_002608260	No Match Found	No Match
YP_081514	AAR31620.1	GenBank Name Curated (Extracted Product)
YP_138525	No Match Found	No Match
YP_009055226	No Match Found	No Match
YP_001531157	No Match Found	No Match
YP_003815429	No Match Found	No Match
NP_066249	No Match Found	No Match
YP_003815438	No Match Found	No Match
YP_009825058	No Match Found	No Match
YP_009725318	No Match Found	No Match
NP_849175	No Match Found	No Match
YP_004936119	AEV80507.1	GenBank Name Curated (Extracted Product)
NP_938387	No Match Found	No Match
NP_073517	CAC21370.1	GenBank Name Curated (Extracted Product)
YP_010085475	No Match Found	No Match
NP_050276	No Match Found	No Match
NP_050179	No Match Found	No Match
NP_044085	No Match Found	No Match
NP_957882	AAR98330.1	GenBank Name Curated (Extracted Product)
YP_009408528	No Match Found	No Match
YP_010085607	AXN74944.1	GenBank Name Curated (Extracted Product)
YP_233033	No Match Found	No Match
NP_938373	AAR07474.1	Product
NP_619947	AAM13605.1	GenBank Name Curated (Extracted Product)
NP_042179	No Match Found	No Match
YP_010377136	No Match Found	No Match
NP_073503	CAC21356.1	GenBank Name Curated (Extracted Product)
NP_783798	No Match Found	No Match
NP_783771	No Match Found	No Match
YP_001109582	No Match Found	No Match
YP_001109581	No Match Found	No Match
YP_009505768	BAF76099.1	GenBank Name Curated (Extracted Product)
YP_009505788	BAF76123.1	GenBank Name Curated (Extracted Product)
YP_009505760	BAF76079.1	GenBank Name Curated (Extracted Product)
YP_009505784	BAF76115.1	GenBank Name Curated (Extracted Product)
YP_009505772	BAF76103.1	GenBank Name Curated (Extracted Product)
NP_957892	AAR98340.1	GenBank Name Curated (Extracted Product)
YP_232919	AAO89316.1	GenBank Name Curated (Extracted Product)
YP_009259551	No Match Found	No Match
NP_042209	No Match Found	No Match
NP_044098	No Match Found	No Match
NP_740664	No Match Found	No Match
YP_003038642	No Match Found	No Match
NP_044005	No Match Found	No Match
YP_009725312	No Match Found	No Match
NP_056839	No Match Found	No Match
NP_057851	AAC82594.1	Product
YP_145809	No Match Found	No Match
NP_740417	No Match Found	No Match
NP_740531	No Match Found	No Match
YP_009268635	No Match Found	No Match
NP_740396	No Match Found	No Match
NP_740472	No Match Found	No Match
NP_851924	No Match Found	No Match
YP_443911	No Match Found	No Match
NP_042227	No Match Found	No Match
NP_044063	No Match Found	No Match
NP_740533	No Match Found	No Match
YP_009268637	No Match Found	No Match
NP_740398	No Match Found	No Match
YP_007353733	No Match Found	No Match
NP_740474	No Match Found	No Match
NP_740419	No Match Found	No Match
NP_938284	No Match Found	No Match
NP_056864	No Match Found	No Match
NP_056865	No Match Found	No Match
YP_081566	AAR31670.1	GenBank Name Curated (Extracted Product)
NP_835357	No Match Found	No Match
YP_010085619	AXN74956.1	GenBank Name Curated (Extracted Product)
YP_009408539	No Match Found	No Match
NP_042191	No Match Found	No Match
NP_938384	No Match Found	No Match
NP_619958	AAM13616.1	GenBank Name Curated (Extracted Product)
NP_073513	CAC21366.1	GenBank Name Curated (Extracted Product)
YP_010377147	No Match Found	No Match
YP_233044	AAO89441.1	GenBank Name Curated (Extracted Product)
NP_694478	No Match Found	No Match
NP_042188	No Match Found	No Match
YP_401669	No Match Found	No Match
YP_001129463	No Match Found	No Match
YP_233028	AAO89425.1	GenBank Name Curated (Extracted Product)
NP_042229	No Match Found	No Match
YP_401644	No Match Found	No Match
YP_001129441	No Match Found	No Match
YP_009272641	No Match Found	No Match
YP_009272653	No Match Found	No Match
YP_001491554	No Match Found	No Match
YP_009272686	No Match Found	No Match
NP_751925	No Match Found	No Match
NP_619959	AAM13617.1	GenBank Name Curated (Extracted Product)
YP_010085620	AXN74957.1	Product
NP_740662	No Match Found	No Match
YP_006383903	No Match Found	No Match
NP_776004	No Match Found	No Match
YP_009430303	No Match Found	No Match
YP_009333110	No Match Found	No Match
NP_722534	No Match Found	No Match
YP_009227201	No Match Found	No Match
NP_733809	No Match Found	No Match
NP_775669	No Match Found	No Match
NP_776017	No Match Found	No Match
YP_009329952	No Match Found	No Match
YP_004734464_nonstructural_protein_NS2B	No Match Found	No Match
YP_009553023	No Match Found	No Match
YP_009553526	No Match Found	No Match
YP_009507301	AHC00348.1	Product
YP_001129434	AAD46504.1	Product
YP_401633	No Match Found	No Match
YP_001129438	No Match Found	No Match
YP_004936075	AEV80463.1	GenBank Name Curated (Extracted Product)
NP_042065	No Match Found	No Match
YP_004935972	AEV80360.1	GenBank Name Curated (Extracted Product)
YP_010085614	No Match Found	No Match
NP_851589	AAP41060.1	GenBank Name Curated (Extracted Product)
YP_443882	No Match Found	No Match
YP_009137110	AEQ77066.1	GenBank Name Curated (Extracted Product)
YP_009137187	AEV91374.1	GenBank Name Curated (Extracted Product)
NP_851895	No Match Found	No Match
NP_619996	AAM13654.1	GenBank Name Curated (Extracted Product)
YP_009458635	SPC53506.1	Product
YP_009458635	SPC53468.1	Product
NP_050176	No Match Found	No Match
NP_050273	No Match Found	No Match
YP_009458641	SPC53506.1	Product
YP_009458641	SPC53468.1	Product
YP_004935992	AEV80381.1	GenBank Name Curated (Extracted Product)
YP_233012	No Match Found	No Match
YP_010085588	AXN74925.1	GenBank Name Curated (Extracted Product)
NP_619926	AAM13584.1	GenBank Name Curated (Extracted Product)
NP_044065	No Match Found	No Match
YP_010377119	No Match Found	No Match
NP_073487	CAC21340.1	GenBank Name Curated (Extracted Product)
NP_957864	AAR98312.1	GenBank Name Curated (Extracted Product)
NP_938357	AAR07458.1	Product
YP_009408510	No Match Found	No Match
NP_042159	No Match Found	No Match
NP_859037	No Match Found	No Match
NP_056660	No Match Found	No Match
YP_002608233	No Match Found	No Match
YP_081472	AAR31578.1	GenBank Name Curated (Extracted Product)
YP_401710	No Match Found	No Match
YP_010085598	No Match Found	No Match
YP_009725255	QHI42199.1	GenBank Name Curated (Extracted Product)
YP_401662	No Match Found	No Match
YP_001129457	No Match Found	No Match
NP_050224	No Match Found	No Match
NP_783788	No Match Found	No Match
YP_001129409	ABD28907.1	Product
YP_009137128	AEQ77084.1	GenBank Name Curated (Extracted Product)
NP_042936	No Match Found	No Match
YP_009137205	AEV91392.1	GenBank Name Curated (Extracted Product)
YP_081518	AAR31624.1	GenBank Name Curated (Extracted Product)
YP_073783	No Match Found	No Match
NP_040129	No Match Found	No Match
YP_004936035	AEV80423.1	GenBank Name Curated (Extracted Product)
YP_009272680	No Match Found	No Match
YP_009272635	No Match Found	No Match
YP_009272647	No Match Found	No Match
YP_001491549	No Match Found	No Match
NP_751919	No Match Found	No Match
YP_401706	No Match Found	No Match
YP_001129503	No Match Found	No Match
NP_042058	No Match Found	No Match
YP_004936107	AEV80495.1	GenBank Name Curated (Extracted Product)
YP_004936110	AEV80498.1	GenBank Name Curated (Extracted Product)
NP_050205	No Match Found	No Match
YP_009458637	SPC53488.1	Product
YP_443904	No Match Found	No Match
YP_009137209	AEV91396.1	GenBank Name Curated (Extracted Product)
NP_851917	No Match Found	No Match
YP_009137132	AEQ77088.1	GenBank Name Curated (Extracted Product)
NP_694469	No Match Found	No Match
YP_001856243	No Match Found	No Match
NP_705928	No Match Found	No Match
NP_044066	No Match Found	No Match
YP_081576	AAR31680.1	GenBank Name Curated (Extracted Product)
YP_007188584	No Match Found	No Match
NP_828854	No Match Found	No Match
YP_009825054	No Match Found	No Match
YP_009724392	QHD43418.1	GenBank Name Curated (Extracted Product)
YP_009047209	No Match Found	No Match
NP_740731	No Match Found	No Match
YP_010085597	AXN74934.1	GenBank Name Curated (Extracted Product)
NP_957873	AAR98321.1	GenBank Name Curated (Extracted Product)
NP_044075	No Match Found	No Match
YP_233021	No Match Found	No Match
YP_010377128	No Match Found	No Match
NP_042167	No Match Found	No Match
NP_619935	AAM13593.1	GenBank Name Curated (Extracted Product)
NP_938366	AAR07467.1	Product
NP_073496	CAC21349.1	GenBank Name Curated (Extracted Product)
YP_009408519	No Match Found	No Match
YP_008798237	AGZ20417.1	GenBank Name Curated (Extracted Product)
YP_001974462	No Match Found	No Match
NP_040871	No Match Found	No Match
YP_002213792	No Match Found	No Match
NP_040930	No Match Found	No Match
YP_002213824	No Match Found	No Match
YP_001551770	No Match Found	No Match
YP_002956081	No Match Found	No Match
NP_043971	No Match Found	No Match
YP_002956108	No Match Found	No Match
NP_740402	No Match Found	No Match
YP_002956097	No Match Found	No Match
YP_002956119	No Match Found	No Match
YP_002956077	No Match Found	No Match
NP_957896	AAR98344.1	GenBank Name Curated (Extracted Product)
YP_081582	AAR31686.1	GenBank Name Curated (Extracted Product)
YP_009259552	No Match Found	No Match
NP_751900	No Match Found	No Match
NP_751901	No Match Found	No Match
NP_775999	No Match Found	No Match
NP_775998	No Match Found	No Match
YP_009742611	No Match Found	No Match
YP_009944284	No Match Found	No Match
YP_009944272	No Match Found	No Match
YP_459935	No Match Found	No Match
YP_009924322	No Match Found	No Match
YP_009047216	No Match Found	No Match
NP_835358	No Match Found	No Match
YP_009944295	No Match Found	No Match
NP_904322	No Match Found	No Match
YP_009555249	No Match Found	No Match
YP_009725300	No Match Found	No Match
YP_009944369	No Match Found	No Match
NP_742170	No Match Found	No Match
YP_009047232	No Match Found	No Match
NP_859026	No Match Found	No Match
NP_043985	No Match Found	No Match
YP_002640218	No Match Found	No Match
YP_002213775	No Match Found	No Match
YP_009246424	No Match Found	No Match
YP_009246352	No Match Found	No Match
YP_001974450	No Match Found	No Match
YP_002213808	No Match Found	No Match
YP_009246385	No Match Found	No Match
NP_040522	No Match Found	No Match
NP_042173	No Match Found	No Match
NP_741966	No Match Found	No Match
NP_740684	No Match Found	No Match
NP_740675	No Match Found	No Match
NP_740693	No Match Found	No Match
NP_740646	No Match Found	No Match
NP_819006	No Match Found	No Match
NP_819000	No Match Found	No Match
NP_740709	No Match Found	No Match
YP_913809	No Match Found	No Match
NP_818940	No Match Found	No Match
NP_043973	No Match Found	No Match
YP_009825060	No Match Found	No Match
NP_849177	No Match Found	No Match
NP_073515	CAC21368.1	GenBank Name Curated (Extracted Product)
YP_010085567	AXN74904.1	Product
NP_044045	No Match Found	No Match
YP_010377099	No Match Found	No Match
YP_232992	AAO89389.1	GenBank Name Curated (Extracted Product)
NP_619906	AAM13564.1	GenBank Name Curated (Extracted Product)
YP_009408490	No Match Found	No Match
NP_938338	AAR07439.1	Product
NP_042139	No Match Found	No Match
NP_073468	CAC21321.1	GenBank Name Curated (Extracted Product)
NP_957845	AAR98293.1	GenBank Name Curated (Extracted Product)
NP_044016	No Match Found	No Match
NP_957821	AAR98269.1	GenBank Name Curated (Extracted Product)
YP_009408465	No Match Found	No Match
NP_938312	No Match Found	No Match
NP_073442	CAC21295.1	GenBank Name Curated (Extracted Product)
YP_010377074	No Match Found	No Match
NP_619882	AAM13540.1	GenBank Name Curated (Extracted Product)
YP_010085540	No Match Found	No Match
NP_042114	No Match Found	No Match
YP_232967	AAO89364.1	GenBank Name Curated (Extracted Product)
YP_002608250	No Match Found	No Match
NP_050208	No Match Found	No Match
YP_073767	No Match Found	No Match
YP_004936019	AEV80408.1	GenBank Name Curated (Extracted Product)
NP_042920	CAA58407.1	GenBank Name Curated (Extracted Product)
YP_081502	AAR31608.1	GenBank Name Curated (Extracted Product)
NP_957838	AAR98286.1	GenBank Name Curated (Extracted Product)
NP_957890	AAR98338.1	GenBank Name Curated (Extracted Product)
NP_042939	No Match Found	No Match
NP_050227	No Match Found	No Match
YP_073786	No Match Found	No Match
YP_002956101	No Match Found	No Match
YP_002956123	No Match Found	No Match
NP_619889	AAM13547.1	GenBank Name Curated (Extracted Product)
NP_042122	No Match Found	No Match
NP_073450	CAC21303.1	GenBank Name Curated (Extracted Product)
YP_232975	AAO89372.1	GenBank Name Curated (Extracted Product)
NP_957829	AAR98277.1	GenBank Name Curated (Extracted Product)
NP_044026	No Match Found	No Match
NP_938320	AAR07421.1	Product
YP_009408473	No Match Found	No Match
YP_010085549	No Match Found	No Match
YP_010377082	No Match Found	No Match
NP_955617	No Match Found	No Match
YP_009507710	AFX73381.1	Product
YP_009507723	AFX73392.1	Product
YP_001974460	No Match Found	No Match
YP_004936092	AEV80480.1	GenBank Name Curated (Extracted Product)
YP_004936093	AEV80481.1	GenBank Name Curated (Extracted Product)
NP_957794	AAR98242.1	GenBank Name Curated (Extracted Product)
YP_009430297	No Match Found	No Match
YP_009333104	No Match Found	No Match
NP_776012	No Match Found	No Match
YP_009227197	No Match Found	No Match
NP_740274	No Match Found	No Match
NP_775514	No Match Found	No Match
NP_733807	No Match Found	No Match
NP_775664	No Match Found	No Match
YP_009329946	No Match Found	No Match
NP_733817	No Match Found	No Match
YP_004734464_membrane_glycoprotein_precursor_prM	No Match Found	No Match
NP_775501	No Match Found	No Match
NP_776000	No Match Found	No Match
NP_740294	No Match Found	No Match
YP_009389528	No Match Found	No Match
YP_401645	No Match Found	No Match
YP_009505713	ABD34308.1	Product
YP_081563	AAR31667.1	GenBank Name Curated (Extracted Product)
YP_002608300	No Match Found	No Match
NP_938296	No Match Found	No Match
NP_619863	AAM13521.1	GenBank Name Curated (Extracted Product)
YP_010377055	No Match Found	No Match
NP_957803	AAR98251.1	GenBank Name Curated (Extracted Product)
NP_042095	No Match Found	No Match
YP_010085520	AXN74857.1	GenBank Name Curated (Extracted Product)
YP_009408445	No Match Found	No Match
NP_043991	No Match Found	No Match
YP_232948	AAO89345.1	GenBank Name Curated (Extracted Product)
NP_073425	CAC21278.1	GenBank Name Curated (Extracted Product)
YP_004936085	AEV80471.1	GenBank Name Curated (Extracted Product)
YP_009256216	ANH58874.1	Product
NP_043958	No Match Found	No Match
YP_009449453	BBB86757.1	GenBank Name Curated (Extracted Product)
YP_008126847	No Match Found	No Match
NP_056843	No Match Found	No Match
YP_081546	AAR31650.1	GenBank Name Curated (Extracted Product)
YP_002608289	No Match Found	No Match
YP_004936065	AEV80453.1	GenBank Name Curated (Extracted Product)
YP_006491253_0-755	No Match Found	No Match
YP_006491225_0-750	No Match Found	No Match
YP_006491245_0-746	No Match Found	No Match
YP_006491241_0-741	No Match Found	No Match
YP_006491249_0-745	No Match Found	No Match
YP_006491235_0-756	No Match Found	No Match
YP_006491227_0-741	No Match Found	No Match
YP_006491233_0-742	No Match Found	No Match
YP_006390078_0-754	No Match Found	No Match
NP_056859	No Match Found	No Match
YP_002302225	ABG75809.1	GenBank Name Curated (Extracted Product)
NP_604435	No Match Found	No Match
NP_042198	No Match Found	No Match
YP_010377150	No Match Found	No Match
NP_619962	AAM13620.1	GenBank Name Curated (Extracted Product)
YP_010085624	AXN74961.1	GenBank Name Curated (Extracted Product)
YP_233050	AAO89447.1	GenBank Name Curated (Extracted Product)
YP_009408541	No Match Found	No Match
YP_009944291	No Match Found	No Match
YP_009047228	No Match Found	No Match
YP_009408568	No Match Found	No Match
YP_233080	No Match Found	No Match
NP_619991	AAM13649.1	GenBank Name Curated (Extracted Product)
NP_042230	No Match Found	No Match
YP_010085653	No Match Found	No Match
NP_957806	AAR98254.1	GenBank Name Curated (Extracted Product)
NP_043994	No Match Found	No Match
YP_001129510	No Match Found	No Match
NP_042934	CAA58375.1	GenBank Name Curated (Extracted Product)
YP_401717	No Match Found	No Match
NP_050222	No Match Found	No Match
YP_004936033	AEV80421.1	GenBank Name Curated (Extracted Product)
NP_040152	CAA27912.1	GenBank Name Curated (Extracted Product)
YP_443876	No Match Found	No Match
YP_009137181	AEV91368.1	GenBank Name Curated (Extracted Product)
YP_073781	No Match Found	No Match
YP_001129352	ABD28849.1	Product
NP_851889	No Match Found	No Match
YP_009137104	AEQ77060.1	GenBank Name Curated (Extracted Product)
YP_002608262	No Match Found	No Match
NP_056664	No Match Found	No Match
YP_308671	No Match Found	No Match
YP_308841	No Match Found	No Match
NP_859036	No Match Found	No Match
NP_040978	No Match Found	No Match
YP_009118478	No Match Found	No Match
YP_009118623	No Match Found	No Match
YP_308854	No Match Found	No Match
YP_002302220	ABG75784.1	GenBank Name Curated (Extracted Product)
NP_803202	No Match Found	No Match
NP_694461	No Match Found	No Match
NP_073455	CAC21308.1	GenBank Name Curated (Extracted Product)
YP_010377086	No Match Found	No Match
YP_010085553	AXN74890.1	GenBank Name Curated (Extracted Product)
YP_009408477	No Match Found	No Match
NP_044029	No Match Found	No Match
NP_042126	No Match Found	No Match
NP_938325	AAR07426.1	Product
NP_957832	AAR98280.1	GenBank Name Curated (Extracted Product)
YP_232979	AAO89376.1	GenBank Name Curated (Extracted Product)
NP_619893	AAM13551.1	GenBank Name Curated (Extracted Product)
YP_003038634	No Match Found	No Match
YP_004934016	BAL14431.1	GenBank Name Curated (Extracted Product)
YP_006393313	No Match Found	No Match
YP_006393306	AEM24632.1	GenBank Name Curated (Extracted Product)
YP_004169274	No Match Found	No Match
YP_009553036	No Match Found	No Match
YP_003084350	ACT76416.1	GenBank Name Curated (Extracted Product)
YP_009553513	No Match Found	No Match
YP_008083735	AFL02850.1	Product
YP_006393292	AEM24604.1	GenBank Name Curated (Extracted Product)
YP_004169267	No Match Found	No Match
YP_009507308	AGC93432.1	Product
YP_009553533	No Match Found	No Match
YP_009408524	No Match Found	No Match
NP_042172	No Match Found	No Match
NP_938371	AAR07472.1	Product
NP_073501	CAC21354.1	GenBank Name Curated (Extracted Product)
YP_233026	AAO89423.1	GenBank Name Curated (Extracted Product)
NP_957878	AAR98326.1	GenBank Name Curated (Extracted Product)
NP_044080	No Match Found	No Match
YP_010377133	No Match Found	No Match
NP_619941	AAM13599.1	GenBank Name Curated (Extracted Product)
YP_009227305	No Match Found	No Match
YP_232899	AAO89296.1	GenBank Name Curated (Extracted Product)
YP_003038638	No Match Found	No Match
NP_740556	No Match Found	No Match
YP_004936005	AEV80394.1	GenBank Name Curated (Extracted Product)
YP_002608242	No Match Found	No Match
YP_081487	AAR31593.2	GenBank Name Curated (Extracted Product)
YP_009408441	No Match Found	No Match
NP_619858	AAM13516.1	GenBank Name Curated (Extracted Product)
YP_010085515	No Match Found	No Match
NP_073421	CAC21274.1	GenBank Name Curated (Extracted Product)
YP_232943	AAO89340.1	GenBank Name Curated (Extracted Product)
NP_938292	No Match Found	No Match
NP_042090	No Match Found	No Match
YP_004935977	AEV80366.1	GenBank Name Curated (Extracted Product)
YP_401686	No Match Found	No Match
YP_001129480	No Match Found	No Match
YP_401728	No Match Found	No Match
YP_001129445	No Match Found	No Match
NP_740734	No Match Found	No Match
NP_938372	No Match Found	No Match
NP_073502	CAC21355.1	GenBank Name Curated (Extracted Product)
YP_002608263	No Match Found	No Match
YP_081517	AAR31623.1	GenBank Name Curated (Extracted Product)
YP_004936034	AEV80422.1	GenBank Name Curated (Extracted Product)
YP_005271177	ADD17097.1	GenBank Name Curated (Extracted Product)
YP_001129414	ABD28912.1	Product
YP_001129413	ABD28911.1	Product
YP_081613	AAR31717.1	GenBank Name Curated (Extracted Product)
YP_002608326	No Match Found	No Match
YP_004936141	AEV80529.1	GenBank Name Curated (Extracted Product)
NP_619823	AAM13481.1	Product
YP_010085478	AXN74815.1	GenBank Name Curated (Extracted Product)
NP_042056	No Match Found	No Match
YP_009408407	No Match Found	No Match
YP_232907	No Match Found	No Match
YP_009679039	No Match Found	No Match
YP_009679036	No Match Found	No Match
YP_009701447	No Match Found	No Match
YP_009538342	No Match Found	No Match
YP_009700095	No Match Found	No Match
NP_056822	No Match Found	No Match
YP_009700098	No Match Found	No Match
YP_009725317	No Match Found	No Match
AAA92985	No Match Found	No Match
YP_009700101	No Match Found	No Match
YP_009518843	No Match Found	No Match
YP_009518837	No Match Found	No Match
YP_009237905	No Match Found	No Match
YP_009700104	No Match Found	No Match
YP_009555234	No Match Found	No Match
NP_043964	No Match Found	No Match
NP_042064	No Match Found	No Match
YP_009408437	No Match Found	No Match
NP_073417	CAC21270.1	GenBank Name Curated (Extracted Product)
NP_042086	No Match Found	No Match
NP_619854	AAM13512.1	GenBank Name Curated (Extracted Product)
YP_232939	AAO89336.1	GenBank Name Curated (Extracted Product)
NP_938288	No Match Found	No Match
YP_010085511	No Match Found	No Match
NP_043982	No Match Found	No Match
YP_010377046	No Match Found	No Match
NP_957795	AAR98243.1	GenBank Name Curated (Extracted Product)
NP_050182	No Match Found	No Match
YP_010085659	No Match Found	No Match
YP_008431132	No Match Found	No Match
NP_694459	No Match Found	No Match
YP_002608249	No Match Found	No Match
YP_081498	AAR31604.1	GenBank Name Curated (Extracted Product)
NP_042914	CAA58401.1	Product
YP_073761	No Match Found	No Match
NP_050201	No Match Found	No Match
NP_938279	No Match Found	No Match
NP_597934	No Match Found	No Match
NP_150080	No Match Found	No Match
YP_173239	AAT98582.1	GenBank Name Curated (Extracted Product)
YP_009555242	AAT84355.1	Product
NP_851879	No Match Found	No Match
YP_443866	No Match Found	No Match
NP_040162	No Match Found	No Match
YP_009137094	AEQ77050.1	GenBank Name Curated (Extracted Product)
YP_009137171	AEV91358.1	GenBank Name Curated (Extracted Product)
YP_008798238	AGZ20415.1	Product
YP_008798241	AGZ20418.1	Product
YP_006576517	AFO67213.1	Product
YP_005454312	AFE62000.1	Product
YP_001129387	ABD28885.1	Product
NP_042960	CAA58359.1	Product
NP_050246	No Match Found	No Match
YP_073807	No Match Found	No Match
YP_001129484	No Match Found	No Match
YP_401689	No Match Found	No Match
YP_004936088	AEV80476.1	GenBank Name Curated (Extracted Product)
YP_010377051	No Match Found	No Match
YP_009408442	No Match Found	No Match
NP_043988	No Match Found	No Match
YP_232944	No Match Found	No Match
NP_957799	AAR98247.1	GenBank Name Curated (Extracted Product)
YP_010085516	No Match Found	No Match
NP_938293	No Match Found	No Match
NP_042091	No Match Found	No Match
NP_619859	AAM13517.1	GenBank Name Curated (Extracted Product)
NP_073422	CAC21275.1	GenBank Name Curated (Extracted Product)
YP_009227303	No Match Found	No Match
YP_009505739	ABU55894.1	Product
NP_044101	No Match Found	No Match
YP_001129363	ABD28860.1	Product
NP_057862_345-428	No Match Found	No Match
YP_009121768	No Match Found	No Match
YP_308873	No Match Found	No Match
YP_308875	No Match Found	No Match
YP_009118482	No Match Found	No Match
YP_529486	No Match Found	No Match
YP_163735	No Match Found	No Match
YP_068406	No Match Found	No Match
YP_009094029	AHH02037.1	Product
YP_009512966	AFY09790.1	Product
NP_054708	No Match Found	No Match
YP_138512	AAC95513.1	Product
YP_010087168	AZK31323.1	Product
NP_619931	AAM13589.1	GenBank Name Curated (Extracted Product)
NP_073492	CAC21345.1	GenBank Name Curated (Extracted Product)
NP_042163	No Match Found	No Match
YP_010085593	AXN74930.1	GenBank Name Curated (Extracted Product)
NP_044071	No Match Found	No Match
YP_009408515	No Match Found	No Match
YP_233017	No Match Found	No Match
NP_938362	AAR07463.1	Product
YP_010377124	No Match Found	No Match
YP_233084	AAO89481.1	GenBank Name Curated (Extracted Product)
YP_009408392	No Match Found	No Match
NP_619799	AAM13457.1	GenBank Name Curated (Extracted Product)
YP_009408411	No Match Found	No Match
NP_957790	AAR98238.1	GenBank Name Curated (Extracted Product)
YP_009272683	No Match Found	No Match
YP_009272632	No Match Found	No Match
NP_751922	No Match Found	No Match
YP_009272650	No Match Found	No Match
YP_009272638	No Match Found	No Match
YP_232897	AAO89294.1	GenBank Name Curated (Extracted Product)
YP_009505781	BAF76112.1	GenBank Name Curated (Extracted Product)
YP_238297	No Match Found	No Match
YP_009505765	BAF76084.1	GenBank Name Curated (Extracted Product)
YP_009505757	BAF76076.1	GenBank Name Curated (Extracted Product)
YP_009505785	BAF76116.1	GenBank Name Curated (Extracted Product)
YP_009505789	BAF76124.1	GenBank Name Curated (Extracted Product)
YP_009505777	BAF76108.1	GenBank Name Curated (Extracted Product)
YP_001109583	No Match Found	No Match
YP_009505773	BAF76104.1	GenBank Name Curated (Extracted Product)
YP_238294	No Match Found	No Match
YP_009505769	BAF76100.1	GenBank Name Curated (Extracted Product)
YP_009505793	BAF76132.1	GenBank Name Curated (Extracted Product)
YP_009505750	ABU55875.1	Product
YP_009505752	ABU55877.1	Product
YP_003587904	No Match Found	No Match
YP_009505761	BAF76080.1	GenBank Name Curated (Extracted Product)
YP_008126849	No Match Found	No Match
YP_009047208	No Match Found	No Match
YP_007188583	No Match Found	No Match
YP_001129458	No Match Found	No Match
YP_401663	No Match Found	No Match
YP_001129408	ABD28906.1	Product
NP_050256	No Match Found	No Match
YP_073817	No Match Found	No Match
YP_001129475	No Match Found	No Match
YP_081551	AAR31655.1	GenBank Name Curated (Extracted Product)
NP_851864	No Match Found	No Match
YP_002608293	No Match Found	No Match
YP_009137079	AEQ77035.1	GenBank Name Curated (Extracted Product)
YP_401681	No Match Found	No Match
YP_001129396	ABD28894.1	Product
YP_009137156	AEV91343.1	GenBank Name Curated (Extracted Product)
NP_040177	No Match Found	No Match
YP_443851	No Match Found	No Match
NP_042970	CAA58369.1	Product
YP_004936070	AEV80458.1	GenBank Name Curated (Extracted Product)
NP_042216	No Match Found	No Match
YP_081579	AAR31683.1	GenBank Name Curated (Extracted Product)
NP_619919	AAM13577.1	GenBank Name Curated (Extracted Product)
YP_233005	AAO89402.1	GenBank Name Curated (Extracted Product)
YP_010085581	AXN74918.1	GenBank Name Curated (Extracted Product)
NP_042152	No Match Found	No Match
YP_009408503	No Match Found	No Match
YP_010377112	No Match Found	No Match
YP_004935966	AEV80354.1	GenBank Name Curated (Extracted Product)
YP_001285485	ABQ09290.1	Product
YP_003848916	ADE45432.1	Product
YP_003848921	ADE45462.1	Product
YP_001111256	No Match Found	No Match
YP_010085637	AXN74974.1	Product
YP_233063	AAO89460.1	Product
YP_010377158	No Match Found	No Match
NP_619975	AAM13633.1	GenBank Name Curated (Extracted Product)
NP_042211	No Match Found	No Match
YP_001129392	ABD28890.1	Product
YP_009137161	AEV91348.1	GenBank Name Curated (Extracted Product)
YP_002608290	No Match Found	No Match
YP_081547	AAR31651.1	GenBank Name Curated (Extracted Product)
YP_073812	No Match Found	No Match
YP_009137084	AEQ77040.1	GenBank Name Curated (Extracted Product)
YP_004936066	AEV80454.1	GenBank Name Curated (Extracted Product)
NP_050251	No Match Found	No Match
YP_401685	No Match Found	No Match
YP_001129479	No Match Found	No Match
NP_040172	No Match Found	No Match
NP_042965	CAA58364.1	GenBank Name Curated (Extracted Product)
